Battery_Temp_C,CPU_Temp_C,Ambient_Temp_C,CPU_Usage_Pct,GPU_Usage_Pct,RAM_Usage_GB,Storage_IO_MBps,Battery_Level_Pct,Charging_Voltage_mV,Charging_Current_mA,Is_Charging,Data_Throughput_Mbps,GPS_Active,Screen_Brightness_Pct,Refresh_Rate_Hz,Touch_Events_Per_Sec,Screen_On_Time_Mins,Background_Apps_Count,Overheating_Status
38.16,45.64,20.64,84.6,88.11,1.03,18.58,89.42,3846.58,3192.62,0,0.32,1,97,90,20.03,285.58,9,0
42.37,46.15,37.59,44.5,59.31,4.65,39.08,51.87,4394.89,4927.26,0,23.6,0,50,60,35.89,208.92,31,0
30.72,39.95,40.39,43.49,25.51,6.67,2.05,10.84,3788.4,3158.32,1,5.04,1,82,60,39.25,207.76,11,0
31.7,35.22,16.98,71.03,64.5,1.22,23.54,92.16,3719.33,1065.39,1,3.77,0,98,60,59.98,375.85,31,0
43.76,38.42,31.12,89.65,14.75,7.5,18.45,34.57,4046.25,4077.94,0,4.95,0,11,60,32.02,328.87,20,0
32.1,33.43,28.49,92.87,77.3,11.89,1.58,99.14,3509.53,4776.16,0,31.93,0,99,90,31.92,598.54,34,0
33.83,50.02,19.19,73.87,99.77,7.35,22.03,43.84,4295.63,1676.31,0,17.47,0,18,60,52.19,427.15,48,0
40.13,35.26,22.74,43.58,21.08,5.4,6.02,34.44,3649.69,1238.19,0,12.38,0,47,120,35.38,69.41,23,0
43.32,48.98,29.34,84.28,72.38,9.41,14.75,6.54,4422.36,2368.64,1,7.18,0,9,120,26.21,143.06,37,0
27.55,38.32,35.58,83.23,4.4,7.19,6.36,54.41,3828.74,1963.82,0,2.2,0,57,120,9.01,475.45,15,0
42.54,50.24,15.96,60.02,5.9,5.32,54.45,10.89,4058.25,4518.94,1,21.0,0,53,90,27.61,92.55,5,0
33.06,42.07,26.6,9.59,27.15,5.44,9.27,67.34,4184.38,2955.2,0,2.06,0,15,60,19.92,7.59,46,0
33.4,39.33,40.14,47.14,95.18,5.02,0.66,70.9,4267.92,4604.06,0,19.52,0,80,120,47.81,517.39,36,0
34.13,35.76,30.31,17.65,1.04,9.26,30.92,77.5,4333.93,3830.56,0,5.53,0,48,90,48.99,116.82,37,0
42.72,38.9,24.6,42.15,30.79,5.35,29.86,39.82,4037.68,4944.45,0,0.55,0,60,90,22.76,313.11,35,0
39.96,46.3,31.95,35.74,17.41,3.98,10.38,85.79,3636.94,1978.34,1,28.4,0,79,90,51.82,538.37,45,0
38.5,38.24,24.32,13.35,18.09,6.16,2.74,13.41,4211.27,1364.64,0,41.58,0,3,120,45.49,116.75,25,0
33.35,46.63,33.06,68.68,83.71,3.73,1.66,13.53,3506.65,3974.09,1,0.64,1,91,90,25.8,535.7,32,0
36.74,43.32,30.27,60.41,94.72,6.15,18.75,82.71,4350.01,3907.87,0,19.61,0,42,60,39.0,443.52,3,0
30.12,32.05,39.08,11.61,59.61,6.5,24.87,7.31,3626.62,2392.45,0,24.9,0,85,120,14.0,505.43,33,0
36.31,35.21,28.5,62.52,67.88,7.84,4.98,36.52,3570.72,2210.26,0,4.85,0,74,120,39.24,242.48,5,0
39.82,52.04,32.32,36.19,43.96,11.08,3.91,35.83,4179.5,4680.31,0,10.22,1,41,60,39.07,141.72,18,0
42.16,26.56,19.55,21.27,90.58,11.68,30.63,59.6,3683.97,2972.75,0,29.81,0,79,120,58.53,484.8,26,0
36.75,49.7,22.25,10.08,36.05,6.95,20.25,48.83,3521.02,4924.79,0,1.38,0,9,120,33.62,467.52,40,0
40.16,57.33,21.79,38.62,91.47,1.03,13.79,5.94,4132.18,2991.2,0,28.22,1,62,60,16.76,542.52,22,0
38.35,46.91,30.26,40.11,0.48,10.32,6.15,95.79,3809.25,1770.94,0,1.45,1,66,120,38.11,241.59,13,0
41.45,45.06,15.34,76.58,44.72,10.2,33.2,93.42,4053.64,4617.68,0,50.9,0,75,90,3.24,288.9,11,0
33.71,26.19,39.94,71.83,61.98,10.16,10.86,28.43,4011.9,2515.63,0,29.76,1,26,90,56.44,463.67,29,0
31.41,50.27,39.0,60.59,74.19,4.22,7.18,12.22,4419.45,777.27,1,19.78,0,44,60,5.14,368.08,45,0
39.33,29.56,30.1,57.79,32.44,1.3,23.06,18.41,3635.95,4301.58,0,15.76,1,23,120,20.97,370.96,43,0
34.21,36.08,16.15,11.36,38.15,8.65,40.06,57.51,3591.93,3571.54,0,40.89,0,77,60,10.63,202.43,31,0
45.07,25.57,23.79,73.77,12.73,4.36,12.68,59.08,3604.53,1590.51,1,14.58,0,20,120,45.74,479.79,2,0
43.56,37.48,26.5,23.46,85.07,9.08,20.08,26.13,3945.79,2313.1,0,4.78,0,9,90,31.81,453.73,32,0
36.41,30.1,20.13,72.71,56.86,2.89,99.97,86.52,4295.61,4770.82,1,14.31,0,97,60,32.46,569.02,30,1
39.9,26.31,39.24,39.2,0.5,9.45,44.91,52.07,4133.03,1022.76,1,18.25,0,52,60,34.19,358.11,33,0
33.15,33.75,39.63,99.83,17.68,2.14,27.9,50.52,3762.24,2485.08,0,4.82,0,28,120,20.0,141.06,39,0
36.15,47.15,44.04,33.75,29.14,3.75,9.66,71.04,3811.47,769.59,0,64.29,1,32,90,31.0,7.48,26,0
32.98,46.96,17.23,81.65,30.47,9.08,5.74,5.75,4242.69,728.86,0,2.36,0,36,120,13.06,374.83,33,0
38.82,28.5,35.37,33.69,90.8,5.54,28.9,16.31,3725.9,727.28,0,20.41,0,18,60,16.57,562.93,21,0
45.72,50.33,40.42,22.19,91.12,8.99,9.05,99.26,3590.84,3743.07,0,2.99,0,29,60,38.44,417.35,0,0
34.95,43.44,32.72,39.0,11.81,6.08,17.9,54.54,3527.14,610.79,1,42.83,1,47,60,56.84,385.76,31,0
36.06,42.83,44.26,53.84,89.2,8.56,30.51,18.78,4319.13,3322.89,0,7.21,0,93,60,10.59,471.68,49,1
35.21,37.66,35.12,16.78,88.2,7.05,11.59,55.63,4243.51,2637.16,1,2.07,0,86,90,24.94,372.06,15,0
35.46,51.69,40.74,93.16,40.5,6.45,2.09,98.55,3686.23,3708.22,0,4.26,0,41,60,49.34,83.61,6,0
38.19,47.05,22.79,16.16,94.17,6.1,16.73,26.86,3524.54,1897.94,0,1.04,0,68,120,50.27,398.36,7,0
45.51,38.67,40.96,76.53,39.52,5.16,12.5,57.06,4190.43,3117.49,1,0.71,0,95,90,49.68,204.92,49,1
37.84,33.81,15.62,49.45,3.36,5.43,19.53,15.81,3734.18,2351.03,1,43.24,0,35,120,23.91,396.24,36,0
40.27,44.05,32.03,73.08,76.96,9.66,5.29,70.65,3932.9,4431.75,0,31.12,1,23,120,53.01,304.16,26,0
39.14,39.76,33.96,58.52,73.0,8.42,72.43,52.0,3710.73,893.02,1,7.04,1,64,120,0.68,467.35,18,0
41.29,33.56,27.2,38.92,2.93,4.72,22.47,77.46,4407.59,1808.81,0,0.62,0,6,120,52.12,231.81,46,0
35.06,44.6,27.75,29.7,87.38,11.74,5.37,26.0,3631.81,1443.53,0,27.41,0,6,120,4.1,575.89,24,0
41.89,56.11,24.38,79.45,64.32,1.92,18.49,58.48,3836.38,1927.26,0,1.83,0,94,60,3.53,189.17,18,0
33.38,37.84,26.11,43.54,71.62,3.83,41.27,1.35,4209.29,1048.41,1,45.04,0,12,120,25.24,175.87,34,0
28.36,46.6,15.7,17.11,24.16,1.28,4.15,71.8,4031.64,2489.32,0,1.93,0,18,90,54.85,558.1,5,0
47.89,50.4,23.12,56.95,72.84,2.61,2.9,12.72,3811.61,903.47,0,1.1,0,54,90,9.62,224.42,24,0
37.42,45.18,28.59,97.39,66.44,7.71,56.92,36.17,4073.79,4744.7,1,31.36,0,98,120,3.66,482.77,13,1
29.96,45.89,21.21,71.17,82.07,1.79,30.11,62.56,3765.62,1842.18,0,0.3,0,76,120,40.54,200.98,42,0
39.45,47.67,31.51,68.89,4.86,4.55,24.78,49.34,4123.94,569.29,1,13.0,1,0,120,18.48,232.36,43,0
36.1,54.11,40.13,5.5,94.1,1.27,0.31,24.33,3922.63,4023.98,1,2.28,0,91,90,3.87,381.98,36,1
39.94,40.0,42.24,97.79,96.74,4.05,18.19,38.04,4421.83,3690.84,0,16.71,0,62,60,27.56,75.89,21,0
34.75,43.92,27.81,18.92,96.5,2.85,13.91,3.9,4434.62,1192.66,0,11.14,0,73,120,29.63,595.29,39,0
37.55,46.36,39.79,28.3,91.78,7.6,8.07,13.15,4473.85,1029.66,0,68.45,0,95,90,41.58,220.49,28,0
37.21,48.04,30.31,51.48,95.54,8.09,0.69,47.9,4263.12,4579.09,0,27.63,1,47,120,11.0,172.12,18,0
29.8,46.98,44.68,49.15,12.51,3.02,12.0,21.17,4378.94,3657.32,0,78.64,0,75,90,8.02,103.78,16,0
31.64,38.9,41.31,84.92,18.46,10.9,16.64,78.28,3818.26,1822.25,0,4.45,0,91,120,23.41,409.18,40,1
40.2,40.12,35.95,72.91,71.51,5.28,19.24,18.06,4097.41,803.26,0,8.72,0,36,60,3.98,554.77,7,0
45.87,41.2,33.56,47.24,15.36,11.98,15.38,95.29,4191.31,4080.78,0,13.7,0,27,90,27.36,353.64,38,0
36.77,45.85,38.23,73.24,29.4,5.73,13.95,14.88,4071.59,710.66,0,25.94,1,27,90,12.16,528.74,49,0
35.94,49.64,29.76,66.67,95.04,5.36,23.53,18.24,3566.93,1998.25,0,22.99,1,8,120,18.56,352.57,20,0
40.9,32.4,31.53,65.21,66.48,2.44,20.15,78.94,4166.33,4380.75,0,5.08,0,77,60,55.69,90.52,42,0
37.69,51.82,34.88,28.95,95.68,3.08,15.02,30.32,3608.96,1903.82,1,1.31,0,95,60,9.62,481.08,35,0
42.98,42.29,33.89,77.06,11.39,8.31,3.71,23.5,3580.51,621.71,1,20.49,0,65,120,37.0,270.5,39,0
27.89,41.55,24.2,35.6,10.46,5.17,25.0,1.6,4162.51,4642.38,1,16.86,0,18,90,58.74,557.15,12,0
35.61,40.76,19.47,84.22,28.32,7.51,20.31,73.28,4321.9,671.72,0,7.15,0,1,60,42.95,519.85,16,0
36.43,40.28,39.61,57.83,35.03,6.62,17.6,43.98,3518.16,521.31,1,42.45,0,98,60,27.57,401.31,45,0
36.37,50.93,41.48,88.66,88.45,7.45,7.57,69.31,3994.17,2586.59,1,3.92,1,83,120,40.1,320.25,18,0
41.95,57.71,22.14,98.77,74.74,1.49,17.3,64.08,4042.62,4479.45,1,61.82,0,36,120,46.92,205.37,37,1
46.09,44.74,39.44,13.72,89.63,10.24,19.94,3.73,4361.92,2927.76,0,4.92,0,94,90,6.1,27.41,15,0
34.54,36.59,31.92,5.26,52.62,10.31,62.69,49.61,3888.76,2006.49,0,40.01,0,90,120,2.81,276.54,6,0
37.51,40.28,32.51,76.94,45.9,2.67,27.94,88.14,3750.98,1128.45,0,5.98,0,84,120,10.4,188.49,45,0
31.48,52.0,32.91,83.93,58.2,6.74,41.8,70.55,4269.44,2803.62,1,16.46,0,49,120,44.98,349.98,6,0
43.4,24.59,44.24,24.6,38.35,1.2,10.66,12.4,4184.32,3279.14,0,6.26,0,47,90,43.38,293.82,32,0
36.28,30.83,22.24,36.3,29.73,3.88,42.56,59.36,3812.11,667.72,0,0.58,0,50,60,16.16,436.67,40,0
32.73,32.38,20.18,88.83,43.83,4.46,36.87,2.9,3943.12,3249.99,0,10.56,0,64,90,12.11,29.39,21,0
35.36,48.76,37.09,74.99,45.84,6.53,43.6,78.46,4380.91,857.37,1,8.26,0,24,120,33.43,520.42,27,0
36.1,47.7,20.78,56.47,23.59,9.62,12.85,67.31,3735.63,2008.02,0,3.34,1,67,120,3.99,367.95,6,0
38.98,24.03,19.09,23.29,35.74,6.36,25.53,86.21,3576.49,2736.67,0,28.01,0,23,120,48.63,24.5,18,0
34.16,49.66,38.76,70.73,99.62,8.63,36.48,37.39,3700.48,3903.05,0,41.58,0,43,60,17.09,111.99,6,0
33.8,41.01,32.34,68.14,60.86,12.0,28.38,62.72,3543.88,1176.68,0,24.14,1,95,90,23.2,509.08,31,0
34.05,44.4,17.69,54.83,63.76,10.81,0.81,68.37,3978.22,2315.43,1,2.45,0,25,60,53.71,426.05,7,0
40.16,40.97,22.25,92.89,83.36,7.06,13.79,47.84,3669.32,2301.75,1,20.63,1,87,120,2.04,443.76,6,0
33.99,48.53,38.71,7.13,78.89,11.01,15.89,63.31,4413.55,4794.89,1,3.97,0,63,90,28.25,204.36,12,0
43.31,43.26,20.25,43.11,33.04,1.57,53.39,50.86,3632.81,2350.24,0,19.42,0,32,120,25.07,485.64,15,0
33.49,38.23,38.08,98.95,75.95,2.84,42.11,34.76,3626.76,2015.15,0,2.24,1,100,120,11.33,463.77,44,0
31.99,38.22,28.09,81.1,6.28,4.19,0.21,71.11,3564.49,1412.19,0,1.48,1,2,60,57.8,393.85,35,0
36.33,43.62,21.34,76.66,74.23,10.64,0.91,14.76,4443.7,3435.76,0,9.92,0,77,120,1.34,346.7,38,0
37.12,34.53,25.17,63.51,91.53,3.45,26.2,13.14,4346.4,2125.61,0,9.23,0,76,90,47.12,271.52,7,0
35.19,41.06,42.47,88.14,21.86,3.17,28.28,5.51,4139.99,1225.69,0,29.34,0,72,60,11.36,355.44,35,0
22.27,48.4,37.6,26.67,82.32,6.73,23.12,6.45,3787.34,1866.79,0,5.02,0,78,120,14.88,399.46,47,0
39.34,54.49,38.43,5.29,94.79,2.74,21.67,84.34,4210.03,3188.85,0,1.67,0,48,90,47.2,465.77,23,0
36.21,37.08,21.51,97.95,71.63,11.5,58.72,47.99,3750.71,3275.39,0,2.02,0,9,120,24.77,363.81,10,0
38.34,45.9,36.62,53.51,77.09,11.12,29.38,63.75,4277.11,3250.36,0,11.71,0,66,90,4.35,571.7,10,0
33.02,41.94,17.11,47.53,75.36,5.34,26.34,69.34,4218.51,702.29,1,15.64,0,13,120,0.86,274.48,23,0
35.38,33.71,38.61,41.43,36.76,9.17,14.12,91.22,3737.94,4412.74,0,3.44,0,56,90,3.07,51.25,21,0
33.13,36.22,44.63,60.72,90.97,8.89,22.23,65.13,4423.09,4234.33,1,19.71,0,62,120,14.87,45.72,25,0
32.74,34.88,43.49,35.57,41.35,6.46,5.35,66.94,3935.34,4270.89,1,36.64,0,89,60,15.4,512.34,35,1
37.64,42.45,17.37,82.61,50.3,11.52,37.63,33.02,3636.24,4912.48,1,17.67,0,8,120,48.23,423.88,39,1
39.39,39.91,19.38,68.7,83.7,8.81,54.39,39.32,3846.11,1451.32,0,15.72,0,64,120,1.54,508.32,49,0
36.61,37.9,19.95,24.46,94.12,7.57,55.56,98.52,4462.18,530.0,1,3.13,0,16,90,49.18,442.19,12,0
37.87,22.65,29.11,16.82,54.05,8.45,10.2,36.18,3775.34,765.06,0,1.23,0,45,90,14.99,289.93,34,0
32.79,34.9,43.76,53.58,37.39,5.17,6.83,72.74,4472.6,1268.15,0,16.74,1,4,90,29.62,203.16,20,0
37.81,36.11,40.37,54.75,36.5,7.3,72.64,70.76,3983.5,3497.63,0,8.23,1,48,60,0.9,449.02,2,0
37.35,30.34,22.7,25.77,41.56,10.93,0.77,53.6,4167.89,2585.41,0,14.19,0,64,120,58.72,501.56,36,0
32.57,49.88,30.94,22.79,36.27,9.55,33.51,26.3,3686.08,2848.17,1,12.78,1,90,120,5.68,197.96,26,0
39.63,38.65,44.4,11.11,18.65,7.44,46.11,2.63,4250.57,4769.85,0,0.02,0,55,90,16.48,493.45,15,0
35.69,36.98,15.18,56.18,30.14,11.49,4.95,88.62,4270.96,1998.94,1,2.52,0,71,90,18.45,209.15,1,0
25.4,34.52,38.57,78.96,65.06,1.87,32.96,50.54,4386.18,1677.94,0,2.76,0,94,60,3.99,75.01,9,0
39.56,51.51,24.3,66.88,21.1,5.31,34.22,76.33,3511.72,745.47,1,1.25,0,55,60,41.5,286.53,33,0
36.54,57.79,15.11,30.2,14.49,2.92,9.41,23.35,3764.19,1803.5,0,17.73,1,38,60,57.8,489.08,46,0
32.96,46.56,39.76,13.42,23.39,7.39,11.16,49.64,3592.05,1826.79,0,7.26,1,85,60,22.45,517.08,19,0
26.57,38.05,27.24,73.66,14.17,7.49,3.97,99.18,3621.73,2212.72,0,16.46,0,99,60,48.89,557.68,6,0
44.2,48.77,40.52,22.5,77.28,8.17,14.41,36.66,3848.4,4758.82,1,57.46,0,37,120,0.9,274.15,44,0
29.22,43.44,28.6,37.03,26.3,10.08,31.43,5.1,4285.98,4394.66,0,1.48,0,10,60,8.91,129.01,35,0
26.7,58.35,33.72,93.62,91.31,11.88,5.75,55.95,4098.42,2471.16,1,7.89,0,60,120,8.86,334.28,30,0
33.16,43.92,39.24,81.28,44.91,7.64,1.63,42.37,3935.32,2764.51,0,22.51,0,77,90,59.15,201.69,3,0
38.42,32.03,17.71,11.85,16.12,6.76,1.29,42.41,3786.91,3036.67,0,56.45,0,88,120,44.15,576.51,10,0
34.5,46.14,26.13,51.16,93.83,7.04,33.02,73.78,4366.0,2160.51,0,1.47,0,3,90,22.65,182.75,35,0
47.36,57.53,28.7,49.92,89.27,11.44,8.9,25.32,4292.18,2545.46,0,22.45,0,83,90,49.13,244.78,21,0
23.34,50.65,25.63,32.67,55.85,6.43,19.54,18.4,4078.61,4403.92,0,0.51,0,5,60,36.89,524.64,28,0
31.48,40.1,36.2,17.97,68.35,8.49,22.74,54.19,4483.76,4834.77,0,22.74,0,28,60,9.07,487.58,7,0
35.57,41.48,34.4,71.23,5.74,1.83,27.34,58.85,4431.26,4714.03,1,42.47,0,81,90,18.88,406.57,2,1
39.38,46.24,33.96,89.71,34.45,4.73,5.35,34.02,4481.1,3453.44,0,20.14,1,13,60,8.03,440.94,8,0
40.01,45.82,38.27,55.58,88.19,10.87,11.53,14.94,4159.68,4354.35,0,27.15,0,17,90,39.66,331.46,19,0
31.43,24.43,31.97,51.75,22.74,2.61,9.65,2.04,4020.2,703.26,0,25.47,0,42,60,55.99,204.73,37,0
39.76,34.04,41.37,81.62,51.32,10.05,19.0,16.88,3800.33,2880.34,0,41.16,1,75,120,45.82,572.97,27,0
32.45,34.3,43.44,88.64,91.6,2.78,40.91,22.21,3660.81,4731.0,0,29.52,0,18,60,44.81,109.07,31,0
31.04,47.99,24.47,66.86,91.6,2.95,56.23,46.26,4437.43,1819.19,0,10.04,0,95,60,5.92,384.87,17,0
33.47,34.24,44.41,39.72,2.05,7.01,30.81,9.45,4333.62,4777.22,1,2.02,0,78,90,56.36,97.1,14,0
45.13,43.8,28.7,74.55,30.66,8.17,13.47,65.85,4093.82,3562.15,1,30.61,1,48,120,39.23,519.43,25,0
41.79,57.57,42.02,66.03,17.45,4.1,38.88,10.91,3972.53,4432.66,1,2.93,1,77,120,50.28,456.9,21,1
36.02,47.61,15.78,20.72,87.03,2.78,19.77,39.18,3696.65,2810.04,0,5.93,0,57,60,6.04,14.77,0,0
30.67,39.51,22.48,96.79,12.19,9.19,2.68,53.72,4490.5,4056.5,0,26.64,0,42,120,45.36,339.36,44,0
40.17,49.28,38.97,16.81,55.81,7.08,72.58,24.68,4136.13,2205.49,0,22.74,1,68,90,45.59,5.96,1,0
33.95,55.36,16.5,57.14,51.75,11.15,25.25,28.21,3892.2,923.47,1,10.02,0,33,60,34.6,533.45,46,0
25.79,40.36,41.01,64.95,76.3,11.21,4.74,45.05,4052.77,4239.12,0,2.36,0,85,90,38.14,44.32,24,0
33.7,37.57,32.89,14.65,64.52,6.31,42.18,11.82,3679.94,3659.86,0,1.21,1,86,120,55.08,589.93,43,0
39.56,38.94,40.64,14.17,9.74,2.15,48.12,80.04,3520.39,3245.63,1,6.87,0,73,90,0.2,471.5,0,0
30.94,35.53,32.81,10.1,88.58,1.15,2.16,56.54,3839.91,988.82,0,39.47,1,34,60,33.56,116.88,33,0
37.45,45.12,41.68,15.02,41.12,9.05,3.51,33.86,4320.25,3466.54,0,25.67,0,28,120,0.89,261.48,0,0
39.8,40.88,25.9,34.4,96.95,3.79,16.45,77.2,4442.34,2297.02,1,14.36,0,52,90,42.05,309.92,31,0
36.2,49.14,31.2,72.38,0.74,3.23,31.73,80.23,3663.62,3255.81,1,6.94,0,77,60,32.94,29.35,41,0
34.38,35.03,32.3,75.74,9.34,11.71,62.19,41.95,3572.25,1322.76,0,26.52,0,85,120,46.19,552.27,4,0
42.2,42.7,19.67,53.35,99.78,11.53,26.15,42.18,4416.5,4573.02,0,44.02,0,81,60,15.52,42.52,15,0
37.99,37.68,30.08,27.27,75.03,6.75,48.68,25.6,4058.37,3550.75,1,6.73,0,99,60,30.4,449.73,1,0
35.88,51.23,37.65,18.32,51.42,8.35,37.86,15.33,4017.07,1372.07,0,12.58,0,36,90,3.01,209.11,2,0
38.14,40.22,36.47,15.29,31.4,1.75,17.44,22.47,3592.6,1919.09,1,1.47,0,45,120,56.14,540.12,34,0
37.92,39.42,19.83,53.27,3.39,4.54,2.69,65.6,3780.17,4315.28,0,4.83,0,34,60,36.59,473.25,5,0
43.62,35.13,31.41,48.37,72.89,4.96,16.43,98.43,3651.7,2043.67,0,7.81,0,9,90,38.81,334.88,42,0
29.99,33.75,30.73,75.63,15.31,9.22,3.61,94.99,4091.72,4709.28,0,2.68,0,22,60,18.18,341.45,44,0
40.88,43.52,24.22,23.32,52.89,5.33,32.95,60.56,4452.78,3812.52,0,6.87,0,85,90,10.92,567.86,34,0
36.83,27.54,27.01,95.8,94.35,1.42,30.46,72.81,3910.92,3661.6,0,27.29,1,93,90,45.74,468.31,10,0
37.29,44.33,24.6,22.26,3.71,8.9,28.06,78.68,3932.65,757.43,0,8.3,0,71,120,42.04,80.15,40,0
36.98,43.21,34.97,71.58,93.44,4.31,14.66,82.86,3773.29,1478.51,1,28.3,0,5,120,1.65,257.38,33,0
35.79,48.87,25.03,38.41,75.4,7.01,55.78,35.7,3537.1,3831.51,0,28.75,0,62,60,51.27,129.78,40,0
43.11,54.35,24.52,11.59,65.47,2.84,1.72,17.93,3969.97,4997.55,0,17.27,1,74,60,45.76,479.43,5,0
40.72,44.64,15.63,15.95,95.16,3.37,31.69,19.11,3597.71,705.93,0,26.96,0,42,120,36.01,592.52,22,0
30.81,44.19,42.97,40.86,68.11,5.0,5.81,24.53,3577.51,1350.47,0,0.59,0,50,90,50.11,0.44,19,0
39.85,44.5,44.55,95.78,17.79,11.12,4.91,20.38,4289.35,2247.45,1,25.86,0,20,120,51.98,517.73,14,0
43.12,38.66,19.71,10.52,69.56,7.6,9.28,44.72,3790.18,1246.35,0,7.08,0,71,120,22.89,426.64,29,0
43.38,53.11,41.76,36.97,27.18,1.64,34.07,75.47,3766.65,3851.4,1,4.22,0,48,60,39.11,576.12,23,0
38.47,31.47,16.29,10.91,22.47,6.98,9.51,70.88,4487.41,3017.26,1,11.5,0,73,60,38.93,87.76,36,0
43.81,37.57,23.92,77.06,48.82,7.76,21.8,19.55,3516.34,2309.76,1,1.15,1,4,120,21.07,259.7,19,0
31.91,39.92,42.21,73.05,13.08,1.29,4.91,32.0,4241.41,778.4,0,31.37,0,97,90,0.76,126.34,39,1
36.38,36.86,25.14,33.47,95.27,2.1,1.78,77.39,4481.24,3429.75,1,27.68,0,93,90,32.55,436.5,6,0
43.44,37.2,33.35,86.66,44.7,5.04,36.6,1.4,4191.56,3974.86,0,10.62,0,30,60,43.21,557.36,2,0
39.94,38.4,24.93,81.2,96.85,10.83,18.06,34.46,3603.87,585.15,0,13.47,0,15,120,27.31,580.56,33,0
41.97,45.3,16.14,10.11,63.02,6.68,1.1,67.59,3942.82,951.8,0,14.35,0,54,90,57.8,37.35,49,0
38.47,49.01,37.75,75.5,41.62,1.76,68.99,12.43,4231.96,4733.53,1,25.59,0,54,120,32.67,112.27,22,1
31.12,46.3,32.53,74.25,83.35,8.56,12.13,3.95,3984.68,2537.83,1,27.54,0,32,120,20.06,143.26,44,0
39.8,44.98,40.14,64.95,26.45,6.0,6.99,89.66,4400.35,3690.29,1,4.68,0,18,60,50.2,484.78,2,0
41.39,44.75,17.23,57.53,77.49,1.38,28.13,19.61,3512.78,2586.41,0,19.84,0,26,120,31.09,155.82,32,0
41.31,37.05,39.39,14.38,59.97,8.98,22.25,49.76,3594.06,4045.45,0,8.42,1,34,120,43.46,290.33,26,0
31.9,35.99,26.47,13.54,38.26,8.24,42.3,98.17,4097.9,2934.84,0,1.72,0,47,90,11.54,156.57,0,0
36.96,49.84,15.7,27.02,35.25,6.19,23.42,54.33,4099.05,3155.98,0,9.36,0,57,90,21.0,0.41,39,0
30.12,34.27,27.62,88.63,35.51,3.61,18.72,96.62,3799.99,4891.86,0,31.51,0,23,60,53.54,433.1,13,0
39.28,53.78,31.12,76.88,42.05,5.56,14.23,99.83,3861.7,4960.11,1,2.01,0,32,90,26.08,254.22,38,1
34.94,47.21,43.03,96.64,68.84,3.22,8.45,82.8,4055.63,3435.7,1,0.16,0,66,60,29.22,205.64,35,0
33.71,46.96,22.12,68.71,81.39,11.04,30.21,59.96,3850.32,4389.72,1,13.25,0,77,60,30.36,184.53,12,1
40.92,44.27,33.24,72.35,19.62,5.7,12.72,41.42,3733.12,1851.39,0,2.6,0,44,90,7.3,520.97,27,0
37.78,48.93,31.83,25.96,73.9,9.98,15.1,86.26,3594.67,3301.7,0,1.32,0,76,90,14.12,374.91,8,0
32.96,38.28,16.7,41.92,67.98,6.87,6.91,44.59,3982.35,2057.22,1,11.38,0,92,90,0.64,516.04,27,0
36.87,35.08,36.64,64.06,60.96,5.76,12.13,62.85,4229.18,3031.43,0,17.84,0,6,90,26.37,309.92,14,0
34.22,51.95,28.71,13.48,73.13,5.31,5.07,26.75,3936.96,3617.37,1,12.52,0,59,90,13.45,345.69,8,0
42.85,56.06,42.14,97.48,59.72,2.2,6.74,45.6,4363.93,3558.92,1,2.12,0,68,60,3.9,100.05,44,0
25.57,49.07,24.27,43.78,15.62,7.74,5.65,53.54,4346.07,623.7,0,36.22,0,64,120,14.25,180.66,26,0
33.7,40.53,35.06,34.0,76.84,4.4,0.7,63.56,3717.69,614.47,1,5.41,0,12,120,38.57,597.5,2,0
44.04,43.27,35.88,78.58,29.33,3.1,48.4,9.5,4066.75,3723.39,0,15.23,1,59,90,29.53,382.41,37,0
35.14,32.82,22.6,10.83,29.92,4.18,19.89,73.1,3848.77,1353.38,1,12.8,0,27,90,11.58,103.38,46,0
42.36,56.33,18.68,78.87,75.83,1.94,24.18,94.65,4284.75,741.52,0,3.55,0,26,90,57.16,321.64,24,0
32.62,48.17,22.45,53.41,49.75,1.08,11.2,41.28,4398.16,3942.01,0,9.05,0,41,90,47.58,412.4,45,0
39.23,40.66,23.95,30.57,95.34,3.66,21.67,16.29,4208.23,2046.53,0,1.84,0,86,60,15.36,377.48,15,0
30.22,39.93,39.11,47.91,49.47,10.76,17.79,78.96,4456.31,1636.29,0,58.84,0,100,90,15.7,590.77,47,0
43.03,34.47,27.15,9.15,38.93,4.19,17.31,52.51,3798.6,2569.74,0,44.53,0,59,120,39.22,91.58,0,0
39.45,49.31,40.86,22.07,14.84,7.5,14.66,79.5,4181.02,2327.53,0,0.74,0,73,90,56.32,530.87,41,0
37.09,51.38,16.95,9.03,94.38,7.21,8.62,52.5,4176.63,2126.2,0,53.63,0,17,120,59.12,85.69,32,0
30.52,53.43,41.72,67.44,92.72,4.02,42.85,17.51,3819.18,3512.82,0,7.35,0,54,120,47.05,297.15,18,0
36.8,28.13,37.39,35.52,32.55,3.5,6.49,4.75,4443.03,3450.93,1,5.85,0,94,120,39.71,204.18,36,0
43.67,33.82,34.61,43.93,14.83,9.19,6.23,85.79,3913.85,4795.67,0,35.23,0,71,120,48.79,453.64,44,0
32.55,47.48,19.66,15.99,23.53,8.38,14.27,91.19,4393.21,3851.09,0,17.98,0,39,60,1.61,74.17,16,0
